aid,sid,cid,acname,acvalue_uM,aidname,cid_1,patentid,cid_2,inchi,inchikey,cmpdsynonym,smiles,exp_type
2027740,,CHEMBL886074,pLog Ki,3.5949953349496306,Displacement of [3H]SNAP from human MCH1 receptor expressed in HEK cells,CHEMBL886074,,CHEMBL886074,,,,CC(=O)OCC(C)(C)NC(=O)N(CCC1CCN(Cc2ccc(C)cc2)CC1)Cc1ccc(-c2cccc(C#N)c2)cc1,displacement
2027713,,CHEMBL886073,ppKb,5.191451448759595,Antagonist activity at human MCH1 receptor expressed in HEK cells after 45 mins by [35S]GTP-gamma-S binding assay,CHEMBL886073,,CHEMBL886073,,,,CC(=O)OCC(C)(C)NC(=O)N(CCC1CCN(Cc2ccc(C)cc2)CC1)Cc1ccc(-c2ccccc2)cc1,antagonist activity
3529360,,CHEMBL1272819,ppKi,3.020001176026261,Displacement of [3H]SNAP-7941 from human MCHR1 expressed in HEK cells,CHEMBL1272819,,CHEMBL1272819,,,,CC(=O)OCC(C)(C)NC(=O)N(CCC1CCN(Cc2ccc(C)cc2)CC1)Cc1ccc(-c2ccccc2)cc1,displacement
2027738,,CHEMBL886074,pLog Ki,3.020001176026261,Displacement of [3H]SNAP from human MCH1 receptor expressed in HEK cells,CHEMBL886074,,CHEMBL886074,,,,CC(=O)OCC(C)(C)NC(=O)N(CCC1CCN(Cc2ccc(C)cc2)CC1)Cc1ccc(-c2ccccc2)cc1,displacement
2027714,,CHEMBL886073,pKb,3.4365189146055894,Antagonist activity at human MCH1 receptor expressed in HEK cells after 45 mins by [35S]GTP-gamma-S binding assay,CHEMBL886073,,CHEMBL886073,,,,CC(=O)OCC(C)(C)NC(=O)N(CCC1CCN(Cc2ccc(C)cc2)CC1)Cc1ccc(-c2ccccc2)cc1,antagonist activity
2027815,,CHEMBL886075,pImax,3.9935339577507682,Antagonist activity at human MCH1 receptor expressed in HEK cells assessed as inhibition of agonist induced maximal current response,CHEMBL886075,,CHEMBL886075,,,,CC(=O)OCC(C)(C)NC(=O)N(CCC1CCN(Cc2ccc(C)cc2)CC1)Cc1ccc(-c2ccccc2)cc1,antagonist activity
2027737,,CHEMBL886074,pKi,3.0236500209967265,Displacement of [3H]SNAP from human MCH1 receptor expressed in HEK cells,CHEMBL886074,,CHEMBL886074,,,,CC(=O)OCC(C)(C)NC(=O)N(CCC1CCN(Cc2ccc(C)cc2)CC1)Cc1ccc(-c2ccccc2)cc1,displacement
3529359,,CHEMBL1272819,pKi,3.0236500209967265,Displacement of [3H]SNAP-7941 from human MCHR1 expressed in HEK cells,CHEMBL1272819,,CHEMBL1272819,,,,CC(=O)OCC(C)(C)NC(=O)N(CCC1CCN(Cc2ccc(C)cc2)CC1)Cc1ccc(-c2ccccc2)cc1,displacement
3529406,,CHEMBL1272820,pKi,2.94692155651658,Displacement of [125I]Iodoproxyfan from histamine H3 receptor,CHEMBL1272820,,CHEMBL1272820,,,,CC(=O)OCC(C)(C)NC(=O)N(CCC1CCN(Cc2ccc(C)cc2)CC1)Cc1ccc(-c2ccccc2)cc1,displacement
13367293,,CHEMBL2406561,pIC50,4.200659450546418,Displacement of [125I]MCH peptide from human MCHR1 expressed in CHOK1 cells,CHEMBL2406561,,CHEMBL2406561,,,,Cc1ccc2c(c1)nc(C)n2[C@H]1CC[C@@H](NC2Cc3ccc(Cl)cc3C2)CC1,displacement
13367292,,CHEMBL2406561,pIC50,2.583359492661719,Displacement of [125I]MCH peptide from human MCHR1 expressed in CHOK1 cells,CHEMBL2406561,,CHEMBL2406561,,,,Cc1ccc2c(c1)nc(C)n2[C@H]1CC[C@H](NC2Cc3ccc(Cl)cc3C2)CC1,displacement
13367291,,CHEMBL2406561,pIC50,4.301029995663981,Displacement of [125I]MCH peptide from human MCHR1 expressed in CHOK1 cells,CHEMBL2406561,,CHEMBL2406561,,,,Cc1ccc2c(c1)nc(C)n2[C@H]1CC[C@@H](NC[C@H]2Cc3ccc(Br)cc3C2)CC1,displacement
13367257,,CHEMBL2406559,pINH,4.075720713938118,Antagonist activity at human MCHR1 expressed in CHOK1 cells assessed as inhibition of MCH/forskolin-stimulated cAMP production relative to control,CHEMBL2406559,,CHEMBL2406559,,,,Cc1ccc2c(c1)nc(C)n2[C@H]1CC[C@@H](NC[C@H]2Cc3ccc(Br)cc3C2)CC1,antagonist activity
13367274,,CHEMBL2406560,pEC50,4.154901959985743,Antagonist activity at human MCHR1 expressed in CHOK1 cells assessed as inhibition of MCH/forskolin-stimulated cAMP production,CHEMBL2406560,,CHEMBL2406560,,,,Cc1ccc2c(c1)nc(C)n2[C@H]1CC[C@@H](NC[C@H]2Cc3ccc(Br)cc3C2)CC1,antagonist activity
13367256,,CHEMBL2406559,pINH,4.008773924307505,Antagonist activity at human MCHR1 expressed in CHOK1 cells assessed as inhibition of MCH/forskolin-stimulated cAMP production relative to control,CHEMBL2406559,,CHEMBL2406559,,,,Cc1ccc2c(c1)nc(C)n2[C@H]1CC[C@@H](NCC2Cc3ccc(Cl)cc3C2)CC1,antagonist activity
13367272,,CHEMBL2406560,pEC50,4.698970004336019,Antagonist activity at human MCHR1 expressed in CHOK1 cells assessed as inhibition of MCH/forskolin-stimulated cAMP production,CHEMBL2406560,,CHEMBL2406560,,,,Cc1ccc2c(c1)nc(C)n2[C@H]1CC[C@@H](NCC2Cc3ccc(Cl)cc3C2)CC1,antagonist activity
13367289,,CHEMBL2406561,pIC50,4.2441251443275085,Displacement of [125I]MCH peptide from human MCHR1 expressed in CHOK1 cells,CHEMBL2406561,,CHEMBL2406561,,,,Cc1ccc2c(c1)nc(C)n2[C@H]1CC[C@@H](NCC2Cc3ccc(Cl)cc3C2)CC1,displacement
13367270,,CHEMBL2406560,pEC50,4.522878745280337,Antagonist activity at human MCHR1 expressed in CHOK1 cells assessed as inhibition of MCH/forskolin-stimulated cAMP production,CHEMBL2406560,,CHEMBL2406560,,,,Cc1ccc2c(c1)nc(C)n2[C@H]1CC[C@@H](NC[C@H]2Cc3ccc(C#N)cc3C2)CC1,antagonist activity
13367255,,CHEMBL2406559,pINH,4.0,Antagonist activity at human MCHR1 expressed in CHOK1 cells assessed as inhibition of MCH/forskolin-stimulated cAMP production relative to control,CHEMBL2406559,,CHEMBL2406559,,,,Cc1ccc2c(c1)nc(C)n2[C@H]1CC[C@@H](NC[C@H]2Cc3ccc(C#N)cc3C2)CC1,antagonist activity
13367287,,CHEMBL2406561,pIC50,4.886056647693163,Displacement of [125I]MCH peptide from human MCHR1 expressed in CHOK1 cells,CHEMBL2406561,,CHEMBL2406561,,,,Cc1ccc2c(c1)nc(C)n2[C@H]1CC[C@@H](NC[C@H]2Cc3ccc(C#N)cc3C2)CC1,displacement
13367286,,CHEMBL2406561,pIC50,4.3979400086720375,Displacement of [125I]MCH peptide from human MCHR1 expressed in CHOK1 cells,CHEMBL2406561,,CHEMBL2406561,,,,CC(C)(O)c1nc2cc(Cl)ccc2n1[C@H]1CC[C@@H](NCC2Cc3ccccc3C2)CC1,displacement
13367254,,CHEMBL2406559,pINH,4.008773924307505,Antagonist activity at human MCHR1 expressed in CHOK1 cells assessed as inhibition of MCH/forskolin-stimulated cAMP production relative to control,CHEMBL2406559,,CHEMBL2406559,,,,CC(C)(O)c1nc2cc(Cl)ccc2n1[C@H]1CC[C@@H](NCC2Cc3ccccc3C2)CC1,antagonist activity
13367269,,CHEMBL2406560,pEC50,4.3979400086720375,Antagonist activity at human MCHR1 expressed in CHOK1 cells assessed as inhibition of MCH/forskolin-stimulated cAMP production,CHEMBL2406560,,CHEMBL2406560,,,,CC(C)(O)c1nc2cc(Cl)ccc2n1[C@H]1CC[C@@H](NCC2Cc3ccccc3C2)CC1,antagonist activity
13367253,,CHEMBL2406559,pINH,4.008773924307505,Antagonist activity at human MCHR1 expressed in CHOK1 cells assessed as inhibition of MCH/forskolin-stimulated cAMP production relative to control,CHEMBL2406559,,CHEMBL2406559,,,,CC(C)(O)c1nc2cc(Cl)ccc2n1[C@H]1CC[C@@H](NCC2Cc3ccc(Cl)cc3C2)CC1,antagonist activity
13367285,,CHEMBL2406561,pIC50,4.494850021680094,Displacement of [125I]MCH peptide from human MCHR1 expressed in CHOK1 cells,CHEMBL2406561,,CHEMBL2406561,,,,CC(C)(O)c1nc2cc(Cl)ccc2n1[C@H]1CC[C@@H](NCC2Cc3ccc(Cl)cc3C2)CC1,displacement
13367268,,CHEMBL2406560,pEC50,4.522878745280337,Antagonist activity at human MCHR1 expressed in CHOK1 cells assessed as inhibition of MCH/forskolin-stimulated cAMP production,CHEMBL2406560,,CHEMBL2406560,,,,CC(C)(O)c1nc2cc(Cl)ccc2n1[C@H]1CC[C@@H](NCC2Cc3ccc(Cl)cc3C2)CC1,antagonist activity
13367252,,CHEMBL2406559,pINH,4.102372908709558,Antagonist activity at human MCHR1 expressed in CHOK1 cells assessed as inhibition of MCH/forskolin-stimulated cAMP production relative to control,CHEMBL2406559,,CHEMBL2406559,,,,CC(C)(O)c1nc2cc(Cl)ccc2n1[C@H]1CC[C@@H](NC[C@H]2Cc3ccc(Br)cc3C2)CC1,antagonist activity
13367267,,CHEMBL2406560,pEC50,4.221848749616356,Antagonist activity at human MCHR1 expressed in CHOK1 cells assessed as inhibition of MCH/forskolin-stimulated cAMP production,CHEMBL2406560,,CHEMBL2406560,,,,CC(C)(O)c1nc2cc(Cl)ccc2n1[C@H]1CC[C@@H](NC[C@H]2Cc3ccc(Br)cc3C2)CC1,antagonist activity
13367284,,CHEMBL2406561,pIC50,4.6777807052660805,Displacement of [125I]MCH peptide from human MCHR1 expressed in CHOK1 cells,CHEMBL2406561,,CHEMBL2406561,,,,CC(C)(O)c1nc2cc(Cl)ccc2n1[C@H]1CC[C@@H](NC[C@H]2Cc3ccc(Br)cc3C2)CC1,displacement
13367251,,CHEMBL2406559,pINH,4.113509274827518,Antagonist activity at human MCHR1 expressed in CHOK1 cells assessed as inhibition of MCH/forskolin-stimulated cAMP production relative to control,CHEMBL2406559,,CHEMBL2406559,,,,CC(C)(O)c1nc2cc(Cl)ccc2n1[C@H]1CC[C@@H](NCC2Cc3ccc(C(F)(F)F)cc3C2)CC1,antagonist activity
13367266,,CHEMBL2406560,pEC50,3.318758762624413,Antagonist activity at human MCHR1 expressed in CHOK1 cells assessed as inhibition of MCH/forskolin-stimulated cAMP production,CHEMBL2406560,,CHEMBL2406560,,,,CC(C)(O)c1nc2cc(Cl)ccc2n1[C@H]1CC[C@@H](NCC2Cc3ccc(C(F)(F)F)cc3C2)CC1,antagonist activity
13367283,,CHEMBL2406561,pIC50,3.638272163982407,Displacement of [125I]MCH peptide from human MCHR1 expressed in CHOK1 cells,CHEMBL2406561,,CHEMBL2406561,,,,CC(C)(O)c1nc2cc(Cl)ccc2n1[C@H]1CC[C@@H](NCC2Cc3ccc(C(F)(F)F)cc3C2)CC1,displacement
13367250,,CHEMBL2406559,pINH,4.008773924307505,Antagonist activity at human MCHR1 expressed in CHOK1 cells assessed as inhibition of MCH/forskolin-stimulated cAMP production relative to control,CHEMBL2406559,,CHEMBL2406559,,,,CC(C)(O)c1nc2cc(Cl)ccc2n1[C@H]1CC[C@@H](NC[C@H]2Cc3ccc(C#N)cc3C2)CC1,antagonist activity
13367265,,CHEMBL2406560,pEC50,4.6020599913279625,Antagonist activity at human MCHR1 expressed in CHOK1 cells assessed as inhibition of MCH/forskolin-stimulated cAMP production,CHEMBL2406560,,CHEMBL2406560,,,,CC(C)(O)c1nc2cc(Cl)ccc2n1[C@H]1CC[C@@H](NC[C@H]2Cc3ccc(C#N)cc3C2)CC1,antagonist activity
13367282,,CHEMBL2406561,pIC50,5.522878745280337,Displacement of [125I]MCH peptide from human MCHR1 expressed in CHOK1 cells,CHEMBL2406561,,CHEMBL2406561,,,,CC(C)(O)c1nc2cc(Cl)ccc2n1[C@H]1CC[C@@H](NC[C@H]2Cc3ccc(C#N)cc3C2)CC1,displacement
13367281,,CHEMBL2406561,pIC50,5.229147988357855,Displacement of [125I]MCH peptide from human MCHR1 expressed in CHOK1 cells,CHEMBL2406561,,CHEMBL2406561,,,,CC(C)(O)c1nc2cc(Cl)ccc2n1[C@H]1CC[C@@H](NC[C@@H]2Cc3ccc(C#N)cc3C2)CC1,displacement
13367264,,CHEMBL2406560,pEC50,4.522878745280337,Antagonist activity at human MCHR1 expressed in CHOK1 cells assessed as inhibition of MCH/forskolin-stimulated cAMP production,CHEMBL2406560,,CHEMBL2406560,,,,CC(C)(O)c1nc2cc(Cl)ccc2n1[C@H]1CC[C@@H](NC[C@@H]2Cc3ccc(C#N)cc3C2)CC1,antagonist activity
13367249,,CHEMBL2406559,pINH,4.0,Antagonist activity at human MCHR1 expressed in CHOK1 cells assessed as inhibition of MCH/forskolin-stimulated cAMP production relative to control,CHEMBL2406559,,CHEMBL2406559,,,,CC(C)(O)c1nc2cc(Cl)ccc2n1[C@H]1CC[C@@H](NC[C@@H]2Cc3ccc(C#N)cc3C2)CC1,antagonist activity
13367248,,CHEMBL2406559,pINH,4.008773924307505,Antagonist activity at human MCHR1 expressed in CHOK1 cells assessed as inhibition of MCH/forskolin-stimulated cAMP production relative to control,CHEMBL2406559,,CHEMBL2406559,,,,Cc1ccc2c(c1)nc(C(C)(C)O)n2[C@H]1CC[C@@H](NCC2Cc3ccc(F)cc3C2)CC1,antagonist activity
13367263,,CHEMBL2406560,pEC50,4.522878745280337,Antagonist activity at human MCHR1 expressed in CHOK1 cells assessed as inhibition of MCH/forskolin-stimulated cAMP production,CHEMBL2406560,,CHEMBL2406560,,,,Cc1ccc2c(c1)nc(C(C)(C)O)n2[C@H]1CC[C@@H](NCC2Cc3ccc(F)cc3C2)CC1,antagonist activity
13367280,,CHEMBL2406561,pIC50,4.173925197299173,Displacement of [125I]MCH peptide from human MCHR1 expressed in CHOK1 cells,CHEMBL2406561,,CHEMBL2406561,,,,Cc1ccc2c(c1)nc(C(C)(C)O)n2[C@H]1CC[C@@H](NCC2Cc3ccc(F)cc3C2)CC1,displacement
13367262,,CHEMBL2406560,pEC50,4.698970004336019,Antagonist activity at human MCHR1 expressed in CHOK1 cells assessed as inhibition of MCH/forskolin-stimulated cAMP production,CHEMBL2406560,,CHEMBL2406560,,,,Cc1ccc2c(c1)nc(C(C)(C)O)n2[C@H]1CC[C@@H](NC[C@H]2Cc3ccc(C#N)cc3C2)CC1,antagonist activity
13367247,,CHEMBL2406559,pINH,4.022276394711152,Antagonist activity at human MCHR1 expressed in CHOK1 cells assessed as inhibition of MCH/forskolin-stimulated cAMP production relative to control,CHEMBL2406559,,CHEMBL2406559,,,,Cc1ccc2c(c1)nc(C(C)(C)O)n2[C@H]1CC[C@@H](NC[C@H]2Cc3ccc(C#N)cc3C2)CC1,antagonist activity
13367279,,CHEMBL2406561,pIC50,5.060480747381382,Displacement of [125I]MCH peptide from human MCHR1 expressed in CHOK1 cells,CHEMBL2406561,,CHEMBL2406561,,,,Cc1ccc2c(c1)nc(C(C)(C)O)n2[C@H]1CC[C@@H](NC[C@H]2Cc3ccc(C#N)cc3C2)CC1,displacement
13367246,,CHEMBL2406559,pINH,4.130768280269024,Antagonist activity at human MCHR1 expressed in CHOK1 cells assessed as inhibition of MCH/forskolin-stimulated cAMP production relative to control,CHEMBL2406559,,CHEMBL2406559,,,,Cc1nc2cc(C#N)ccc2n1[C@H]1CC[C@@H](NCC2Cc3ccc(Cl)cc3C2)CC1,antagonist activity
13367278,,CHEMBL2406561,pIC50,4.119186407719209,Displacement of [125I]MCH peptide from human MCHR1 expressed in CHOK1 cells,CHEMBL2406561,,CHEMBL2406561,,,,Cc1nc2cc(C#N)ccc2n1[C@H]1CC[C@@H](NCC2Cc3ccc(Cl)cc3C2)CC1,displacement
13367261,,CHEMBL2406560,pEC50,4.275724130399211,Antagonist activity at human MCHR1 expressed in CHOK1 cells assessed as inhibition of MCH/forskolin-stimulated cAMP production,CHEMBL2406560,,CHEMBL2406560,,,,Cc1nc2cc(C#N)ccc2n1[C@H]1CC[C@@H](NCC2Cc3ccc(Cl)cc3C2)CC1,antagonist activity
13367260,,CHEMBL2406560,pEC50,4.568636235841012,Antagonist activity at human MCHR1 expressed in CHOK1 cells assessed as inhibition of MCH/forskolin-stimulated cAMP production,CHEMBL2406560,,CHEMBL2406560,,,,Cc1nc2cc(F)ccc2n1[C@H]1CC[C@@H](NC[C@H]2Cc3ccc(C#N)cc3C2)CC1,antagonist activity
13367245,,CHEMBL2406559,pINH,4.013228265733755,Antagonist activity at human MCHR1 expressed in CHOK1 cells assessed as inhibition of MCH/forskolin-stimulated cAMP production relative to control,CHEMBL2406559,,CHEMBL2406559,,,,Cc1nc2cc(F)ccc2n1[C@H]1CC[C@@H](NC[C@H]2Cc3ccc(C#N)cc3C2)CC1,antagonist activity
13367277,,CHEMBL2406561,pIC50,5.522878745280337,Displacement of [125I]MCH peptide from human MCHR1 expressed in CHOK1 cells,CHEMBL2406561,,CHEMBL2406561,,,,Cc1nc2cc(F)ccc2n1[C@H]1CC[C@@H](NC[C@H]2Cc3ccc(C#N)cc3C2)CC1,displacement
13367295,,CHEMBL2406561,pIC50,3.3279021420642825,Displacement of [125I]MCH peptide from human MCHR1 expressed in CHOK1 cells,CHEMBL2406561,,CHEMBL2406561,,,,Cc1ccc2c(c1)nc(C)n2[C@H]1CC[C@H](NC[C@H]2Cc3ccc(Br)cc3C2)C1,displacement
13367294,,CHEMBL2406561,pIC50,3.638272163982407,Displacement of [125I]MCH peptide from human MCHR1 expressed in CHOK1 cells,CHEMBL2406561,,CHEMBL2406561,,,,Cc1ccc2c(c1)nc(C)n2[C@H]1CC[C@@H](NC[C@H]2Cc3ccc(Br)cc3C2)C1,displacement
2027788,,CHEMBL886073,ppKb,5.159266765388193,Antagonist activity at human MCH1 receptor expressed in HEK cells after 45 mins by [35S]GTP-gamma-S binding assay,CHEMBL886073,,CHEMBL886073,,,,CCC(CO)(CO)NC(=O)N(CCC1CCN(Cc2ccc(C)cc2)CC1)Cc1ccc(-c2ccc(OC)cc2)cc1,antagonist activity
3529417,,CHEMBL1272820,pKi,3.0462403082667713,Displacement of [125I]Iodoproxyfan from histamine H3 receptor,CHEMBL1272820,,CHEMBL1272820,,,,CCC(CO)(CO)NC(=O)N(CCC1CCN(Cc2ccc(C)cc2)CC1)Cc1ccc(-c2ccc(OC)cc2)cc1,displacement
2027797,,CHEMBL886074,pKi,3.844663962534938,Displacement of [3H]SNAP from human MCH1 receptor expressed in HEK cells,CHEMBL886074,,CHEMBL886074,,,,CCC(CO)(CO)NC(=O)N(CCC1CCN(Cc2ccc(C)cc2)CC1)Cc1ccc(-c2ccc(OC)cc2)cc1,displacement
3529381,,CHEMBL1272819,pKi,3.844663962534938,Displacement of [3H]SNAP-7941 from human MCHR1 expressed in HEK cells,CHEMBL1272819,,CHEMBL1272819,,,,CCC(CO)(CO)NC(=O)N(CCC1CCN(Cc2ccc(C)cc2)CC1)Cc1ccc(-c2ccc(OC)cc2)cc1,displacement
2027798,,CHEMBL886074,pLog Ki,3.840011949618013,Displacement of [3H]SNAP from human MCH1 receptor expressed in HEK cells,CHEMBL886074,,CHEMBL886074,,,,CCC(CO)(CO)NC(=O)N(CCC1CCN(Cc2ccc(C)cc2)CC1)Cc1ccc(-c2ccc(OC)cc2)cc1,displacement
2027805,,CHEMBL886075,pImax,3.96657624451305,Antagonist activity at human MCH1 receptor expressed in HEK cells assessed as inhibition of agonist induced maximal current response,CHEMBL886075,,CHEMBL886075,,,,CCC(CO)(CO)NC(=O)N(CCC1CCN(Cc2ccc(C)cc2)CC1)Cc1ccc(-c2ccc(OC)cc2)cc1,antagonist activity
2027787,,CHEMBL886073,pKb,3.9318141382538383,Antagonist activity at human MCH1 receptor expressed in HEK cells after 45 mins by [35S]GTP-gamma-S binding assay,CHEMBL886073,,CHEMBL886073,,,,CCC(CO)(CO)NC(=O)N(CCC1CCN(Cc2ccc(C)cc2)CC1)Cc1ccc(-c2ccc(OC)cc2)cc1,antagonist activity
3529382,,CHEMBL1272819,ppKi,3.840011949618013,Displacement of [3H]SNAP-7941 from human MCHR1 expressed in HEK cells,CHEMBL1272819,,CHEMBL1272819,,,,CCC(CO)(CO)NC(=O)N(CCC1CCN(Cc2ccc(C)cc2)CC1)Cc1ccc(-c2ccc(OC)cc2)cc1,displacement
2027747,,CHEMBL886073,pKb,3.5850266520291822,Antagonist activity at human MCH1 receptor expressed in HEK cells after 45 mins by [35S]GTP-gamma-S binding assay,CHEMBL886073,,CHEMBL886073,,,,CCC(COC(C)=O)(COC(C)=O)NC(=O)N(CCC1CCN(Cc2ccc(C)cc2)CC1)Cc1ccc(-c2ccccc2)cc1,antagonist activity
2027753,,CHEMBL886074,pKi,3.4111682744057927,Displacement of [3H]SNAP from human MCH1 receptor expressed in HEK cells,CHEMBL886074,,CHEMBL886074,,,,CCC(COC(C)=O)(COC(C)=O)NC(=O)N(CCC1CCN(Cc2ccc(C)cc2)CC1)Cc1ccc(-c2ccccc2)cc1,displacement
3529411,,CHEMBL1272820,pKi,3.09312646527793,Displacement of [125I]Iodoproxyfan from histamine H3 receptor,CHEMBL1272820,,CHEMBL1272820,,,,CCC(COC(C)=O)(COC(C)=O)NC(=O)N(CCC1CCN(Cc2ccc(C)cc2)CC1)Cc1ccc(-c2ccccc2)cc1,displacement
2027748,,CHEMBL886073,ppKb,5.181444220702197,Antagonist activity at human MCH1 receptor expressed in HEK cells after 45 mins by [35S]GTP-gamma-S binding assay,CHEMBL886073,,CHEMBL886073,,,,CCC(COC(C)=O)(COC(C)=O)NC(=O)N(CCC1CCN(Cc2ccc(C)cc2)CC1)Cc1ccc(-c2ccccc2)cc1,antagonist activity
3529367,,CHEMBL1272819,pKi,3.4111682744057927,Displacement of [3H]SNAP-7941 from human MCHR1 expressed in HEK cells,CHEMBL1272819,,CHEMBL1272819,,,,CCC(COC(C)=O)(COC(C)=O)NC(=O)N(CCC1CCN(Cc2ccc(C)cc2)CC1)Cc1ccc(-c2ccccc2)cc1,displacement
2027754,,CHEMBL886074,pLog Ki,3.40999458034867,Displacement of [3H]SNAP from human MCH1 receptor expressed in HEK cells,CHEMBL886074,,CHEMBL886074,,,,CCC(COC(C)=O)(COC(C)=O)NC(=O)N(CCC1CCN(Cc2ccc(C)cc2)CC1)Cc1ccc(-c2ccccc2)cc1,displacement
2027812,,CHEMBL886075,pImax,3.9430951486635273,Antagonist activity at human MCH1 receptor expressed in HEK cells assessed as inhibition of agonist induced maximal current response,CHEMBL886075,,CHEMBL886075,,,,CCC(COC(C)=O)(COC(C)=O)NC(=O)N(CCC1CCN(Cc2ccc(C)cc2)CC1)Cc1ccc(-c2ccccc2)cc1,antagonist activity
3529368,,CHEMBL1272819,ppKi,3.40999458034867,Displacement of [3H]SNAP-7941 from human MCHR1 expressed in HEK cells,CHEMBL1272819,,CHEMBL1272819,,,,CCC(COC(C)=O)(COC(C)=O)NC(=O)N(CCC1CCN(Cc2ccc(C)cc2)CC1)Cc1ccc(-c2ccccc2)cc1,displacement
2027775,,CHEMBL886074,pKi,3.600326278518962,Displacement of [3H]SNAP from human MCH1 receptor expressed in HEK cells,CHEMBL886074,,CHEMBL886074,,,,COc1ccccc1-c1ccc(CN(CCC2CCN(Cc3ccc(C)cc3)CC2)C(=O)NC(C)(C)CO)cc1,displacement
3529374,,CHEMBL1272819,ppKi,3.599997654072044,Displacement of [3H]SNAP-7941 from human MCHR1 expressed in HEK cells,CHEMBL1272819,,CHEMBL1272819,,,,COc1ccccc1-c1ccc(CN(CCC2CCN(Cc3ccc(C)cc3)CC2)C(=O)NC(C)(C)CO)cc1,displacement
3529373,,CHEMBL1272819,pKi,3.600326278518962,Displacement of [3H]SNAP-7941 from human MCHR1 expressed in HEK cells,CHEMBL1272819,,CHEMBL1272819,,,,COc1ccccc1-c1ccc(CN(CCC2CCN(Cc3ccc(C)cc3)CC2)C(=O)NC(C)(C)CO)cc1,displacement
2027766,,CHEMBL886073,ppKb,5.1627272974977,Antagonist activity at human MCH1 receptor expressed in HEK cells after 45 mins by [35S]GTP-gamma-S binding assay,CHEMBL886073,,CHEMBL886073,,,,COc1ccccc1-c1ccc(CN(CCC2CCN(Cc3ccc(C)cc3)CC2)C(=O)NC(C)(C)CO)cc1,antagonist activity
2027765,,CHEMBL886073,pKb,3.8728952016351923,Antagonist activity at human MCH1 receptor expressed in HEK cells after 45 mins by [35S]GTP-gamma-S binding assay,CHEMBL886073,,CHEMBL886073,,,,COc1ccccc1-c1ccc(CN(CCC2CCN(Cc3ccc(C)cc3)CC2)C(=O)NC(C)(C)CO)cc1,antagonist activity
3529414,,CHEMBL1272820,pKi,2.175223537524454,Displacement of [125I]Iodoproxyfan from histamine H3 receptor,CHEMBL1272820,,CHEMBL1272820,,,,COc1ccccc1-c1ccc(CN(CCC2CCN(Cc3ccc(C)cc3)CC2)C(=O)NC(C)(C)CO)cc1,displacement
2027776,,CHEMBL886074,pLog Ki,3.599997654072044,Displacement of [3H]SNAP from human MCH1 receptor expressed in HEK cells,CHEMBL886074,,CHEMBL886074,,,,COc1ccccc1-c1ccc(CN(CCC2CCN(Cc3ccc(C)cc3)CC2)C(=O)NC(C)(C)CO)cc1,displacement
2027809,,CHEMBL886075,pImax,4.0,Antagonist activity at human MCH1 receptor expressed in HEK cells assessed as inhibition of agonist induced maximal current response,CHEMBL886075,,CHEMBL886075,,,,COc1ccccc1-c1ccc(CN(CCC2CCN(Cc3ccc(C)cc3)CC2)C(=O)NC(C)(C)CO)cc1,antagonist activity
2027771,,CHEMBL886074,pKi,3.8416375079047502,Displacement of [3H]SNAP from human MCH1 receptor expressed in HEK cells,CHEMBL886074,,CHEMBL886074,,,,Cc1ccc(CN2CCC(CCN(Cc3ccc(-c4ccccc4)cc3)C(=O)NC(C)(C)CO)CC2)cc1,displacement
2027772,,CHEMBL886074,pLog Ki,3.840011949618013,Displacement of [3H]SNAP from human MCH1 receptor expressed in HEK cells,CHEMBL886074,,CHEMBL886074,,,,Cc1ccc(CN2CCC(CCN(Cc3ccc(-c4ccccc4)cc3)C(=O)NC(C)(C)CO)CC2)cc1,displacement
2027807,,CHEMBL886075,pImax,3.9788107009300617,Antagonist activity at human MCH1 receptor expressed in HEK cells assessed as inhibition of agonist induced maximal current response,CHEMBL886075,,CHEMBL886075,,,,Cc1ccc(CN2CCC(CCN(Cc3ccc(-c4ccccc4)cc3)C(=O)NC(C)(C)CO)CC2)cc1,antagonist activity
3529378,,CHEMBL1272819,ppKi,3.840011949618013,Displacement of [3H]SNAP-7941 from human MCHR1 expressed in HEK cells,CHEMBL1272819,,CHEMBL1272819,,,,Cc1ccc(CN2CCC(CCN(Cc3ccc(-c4ccccc4)cc3)C(=O)NC(C)(C)CO)CC2)cc1,displacement
2027761,,CHEMBL886073,pKb,3.9136401693252516,Antagonist activity at human MCH1 receptor expressed in HEK cells after 45 mins by [35S]GTP-gamma-S binding assay,CHEMBL886073,,CHEMBL886073,,,,Cc1ccc(CN2CCC(CCN(Cc3ccc(-c4ccccc4)cc3)C(=O)NC(C)(C)CO)CC2)cc1,antagonist activity
2027762,,CHEMBL886073,ppKb,5.207818503850321,Antagonist activity at human MCH1 receptor expressed in HEK cells after 45 mins by [35S]GTP-gamma-S binding assay,CHEMBL886073,,CHEMBL886073,,,,Cc1ccc(CN2CCC(CCN(Cc3ccc(-c4ccccc4)cc3)C(=O)NC(C)(C)CO)CC2)cc1,antagonist activity
3529377,,CHEMBL1272819,pKi,3.8416375079047502,Displacement of [3H]SNAP-7941 from human MCHR1 expressed in HEK cells,CHEMBL1272819,,CHEMBL1272819,,,,Cc1ccc(CN2CCC(CCN(Cc3ccc(-c4ccccc4)cc3)C(=O)NC(C)(C)CO)CC2)cc1,displacement
